oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type
ZTF21aapdvme,WISEA J070917.11+203143.9,107.3217,20.52887,1.484290284067986,NED,NULL,NULL,NULL,NULL
ZTF21aapxjij,WISEA J072359.34+090800.9,110.99728,9.13358,1.8440862383056789,NED,NULL,NULL,NULL,NULL
ZTF21aapxqza,WISEA J085214.61+105150.3,133.06086,10.86395,0.4859196791187465,NED,True,0.162656,NULL,
ZTF21aapevan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF21aapxogj,2MASX J08234844+3823230,125.95191,38.38966,0.6114297809848437,NED,True,0.060214,NULL,
ZTF21aapxqdr,WISEA J082417.13+461024.7,126.0712,46.17357,0.16774634187331613,NED,True,1.106919,NULL,SPEC
ZTF21aaqadll,WISEA J091727.21+514124.5,139.36342,51.69017,2.218690818755363,NED,True,0.148135,NULL,
ZTF21aapxsrb,2MFGC 06574,124.8055,-4.68717,9.062168988581465,NED,NULL,NULL,NULL,NULL
ZTF21aapfdqw,WISEA J095736.42-134148.5,149.40179,-13.69703,4.092165888073172,NED,True,0.031719,NULL,
ZTF21aapzgtu,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF21aaqbcrz,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF21aaqajyx,WISEA J111856.59+134626.4,169.73562,13.77408,1.3401931422549096,NED,True,0.068726,NULL,
ZTF21aapfowm,SDSS J115338.48+495120.9,178.410361989926,49.8558304112637,2.733745194649106,SDSSDR16,False,0.102,0.0219,photoz
ZTF18aaqcbkr,WISEA J103817.82+595620.4,159.5743,59.93896,1.823938401937675,NED,True,0.143128,NULL,
ZTF21aaphnga,SDSS J110950.48+600324.4,167.460347388418,60.0567836291471,1.5452805946776826,SDSSDR16,False,0.141,0.0254,photoz
ZTF21aapzbhc,SDSS J094124.76+334903.0,145.353173422547,33.817526896571,0.4442483485875766,SDSSDR16,False,0.120,0.0479,photoz
