oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type
ZTF21aazgmfi,GALEXMSC J233455.66+362454.7,353.73194,36.41521,1.113624047779968,NED,NULL,NULL,NULL,NULL
ZTF21aazfyap,WISEA J181739.06+484124.1,274.41278,48.69006,6.566919953260249,NED,NULL,NULL,NULL,NULL
ZTF21aazfxva,SDSS J171826.36+442715.7,259.609813066137,44.4543715443634,3.540808220781767,SDSSDR16,False,0.095552,0.026798,photoz
ZTF21aazfvwb,WISEA J180229.47+523553.1,270.62307,52.59843,1.6803968769315687,NED,NULL,NULL,NULL,NULL
ZTF21aazfrfq,SDSS J174340.00+054209.6,265.9166491191,5.70266990595406,1.0026407535007138,SDSSDR16,False,0.088493,0.048977,photoz
ZTF21aazfmtb,SDSS J210554.62-010438.0,316.477564090255,-1.0772455117947,0.21929660952424088,SDSSDR16,False,0.140835,0.014062,photoz
ZTF21aazfmls,SDSS J210806.20+163241.2,317.025814605435,16.5447795951799,2.4157613426747493,SDSSDR16,False,0.383727,0.14032,photoz
ZTF21aazeruf,WISEA J172528.18+753911.0,261.36736,75.65295,0.5198122279174694,NED,NULL,NULL,NULL,NULL
ZTF21aazeqqx,WISEA J160248.94+730009.6,240.70395,73.00268,0.637708563574695,NED,NULL,NULL,NULL,NULL
ZTF21aazenmv,SDSS J165922.22+320646.9,254.842592475695,32.1130417026174,0.796173280748946,SDSSDR16,False,0.161423,0.027333,photoz
ZTF21aazeirm,SDSS J162448.31+071617.2,246.201295933204,7.27144860063091,0.25415730703062944,SDSSDR16,False,0.207492,0.023327,photoz
ZTF21aazdwbh,WISEA J155445.93+271830.6,238.69143,27.30855,0.21817908667394897,NED,True,0.082354,NULL,
ZTF21aazdags,SDSS J170301.54+242850.3,255.756415376979,24.480654941656,0.8225741914563658,SDSSDR16,False,0.139698,0.028047,photoz
ZTF21aazcxdd,SDSS J164831.55+215756.0,252.131478982434,21.9655804608961,1.2596707146199595,SDSSDR16,False,0.362465,0.171149,photoz
ZTF21aazcune,WISEA J160401.05-142559.7,241.00439,-14.43326,2.5894258608214886,NED,NULL,NULL,NULL,NULL
ZTF21aazcjlu,SDSS J163808.36+101315.5,249.534822723101,10.2209728022915,0.41873653429572877,SDSSDR16,False,0.470906,0.132298,photoz
ZTF21aazcjcm,SDSS J162500.47+192446.9,246.251959579947,19.4130353258048,2.2435553066845655,SDSSDR16,False,0.24341,0.103862,photoz
ZTF21aazcinx,WISEA J145906.13-111944.5,224.77562,-11.32888,1.0218184709911395,NED,NULL,NULL,NULL,NULL
ZTF21aazcgmr,WISEA J154138.45-034853.1,235.41037,-3.81467,6.249320848233794,NED,True,0.106537,NULL,
ZTF21aazcfrm,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF21aazcclq,SDSS J145513.53-091032.4,223.806386683189,-9.1756653532985,2.0559232907720055,SDSSDR16,False,0.205561,0.081987,photoz
ZTF21aazcago,WISEA J143936.15-211733.6,219.90058,-21.29264,3.73947536734801,NED,NULL,NULL,NULL,NULL
ZTF21aazbmnd,SDSS J150432.77+130406.3,226.136523112933,13.0684319226846,1.5385130365710016,SDSSDR16,False,0.214432,0.078512,photoz
ZTF21aayzwge,SDSS J124921.47+193252.9,192.339468323304,19.5480390073568,1.2042948533400466,SDSSDR16,False,0.34946,0.14409,photoz
ZTF21aayzoyi,SDSS J125504.78+654618.9,193.769905390974,65.7719331231675,2.9547563158262453,SDSSDR16,False,0.21642,0.042312,photoz
ZTF21aayznvi,WISEA J145643.22+820336.7,224.18011,82.0602,2.1152222127895475,NED,NULL,NULL,NULL,NULL
ZTF21aayzjne,SDSS J151209.71+213757.5,228.040444803045,21.6326483528923,1.602705633343024,SDSSDR16,True,0.1299614,2.196057e-05,specz
ZTF21aayzbnv,WISEA J114555.38+752029.8,176.48071,75.34167,1.896399603993683,NED,NULL,NULL,NULL,NULL
ZTF21aayzanb,WISEA J103102.31+770457.3,157.75924,77.08297,2.376430037796987,NED,NULL,NULL,NULL,NULL
ZTF21aayyzuy,SDSS J092809.28+661901.4,142.038654205502,66.3170551571186,3.871538019747603,SDSSDR16,False,0.154368,0.029654,photoz
ZTF21aayrlwa,SDSS J160440.38+603751.2,241.168269652161,60.6309145991193,1.503383321029038,SDSSDR16,False,0.319096,0.096517,photoz
ZTF21aayrkfv,SDSS J153645.62+164207.6,234.190091950515,16.7021177712435,2.004858909971405,SDSSDR16,False,0.12012,0.029233,photoz
ZTF21aayriwc,SDSS J164714.22+130028.2,251.809240798598,13.0078403987055,0.05002366696206955,SDSSDR16,False,0.201091,0.051898,photoz
ZTF21aayrfpv,SDSS J163916.35+421820.3,249.818116864123,42.3056606219953,0.1016851456098839,SDSSDR16,False,0.196375,0.054324,photoz
ZTF21aayramw,SDSS J160631.54+345830.8,241.63143444485,34.9752254816467,1.1311179734064003,SDSSDR16,False,0.114746,0.036523,photoz
ZTF21aayquba,SDSS J162512.44+325632.3,246.301823710146,32.9423134071516,1.4668635975805087,SDSSDR16,False,0.090815,0.029359,photoz
ZTF21aayoneu,SDSS J115138.66+091605.7,177.911074276454,9.26825239670097,0.7730608343990844,SDSSDR16,False,0.206061,0.051793,photoz
ZTF21aaynlsf,WISEA J082242.51+715104.2,125.6771,71.8515,1.6074626086943749,NED,NULL,NULL,NULL,NULL
ZTF21aayglmi,WISEA J192900.21+384457.9,292.25092,38.74944,0.2691721538011683,NED,NULL,NULL,NULL,NULL
ZTF21aaygekw,SDSS J161304.63+141337.2,243.269291546876,14.2270081973123,0.18003700583923618,SDSSDR16,False,0.379683,0.099202,photoz
