oid,level_0,index,host_name,host_ra,host_dec,host_offset,host_offset_bestguess,bestguess_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type
ZTF24aarvruf,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF24aarviqn,1,1,SDSS J183601.13+413150.4,279.004708331798,41.5306795367679,2.5579239697108047,5.367772219308828,6.8277433043939615,SDSSDR16,False,0.082113,0.009456,photoz
ZTF24aarvhfv,2,2,SDSS J215155.06+283458.9,327.979421915016,28.5830459641211,0.2556504510687136,4.835661032536783,4.885256799454825,SDSSDR16,False,NULL,NULL,photoz
ZTF24aarvgge,3,3,WISEA J215752.63+483414.1,329.46951,48.57052,0.6504075016382582,6.53212248790446,6.485746921730636,NED,False,NULL,NULL,NULL
ZTF24aarvdea,4,4,SDSS J204521.69-020608.1,311.340371050128,-2.10227435157209,2.33281865594992,0.1069457947202711,2.3349963804654057,SDSSDR16,False,0.087824,0.01424,photoz
ZTF24aarvbxj,5,5,LEDA  162310,305.6694625,-8.179052777777777,3.0685780383067875,0.555457206352379,3.175752796276353,Simbad,True,0.0196,NULL,D
ZTF24aarujdy,6,6,SDSS J175525.53+461200.4,268.856385576341,46.2001358218169,2.463125136789595,0.246471139622653,2.2242911648409835,SDSSDR16,False,0.090377,0.030113,photoz
ZTF24aaruczl,7,7,SDSS J163017.40+400838.1,247.572480315005,40.1439217863571,1.8251918623465275,0.1669944127450199,1.9839595443379272,SDSSDR16,False,0.111892,0.036631,photoz
ZTF24aartqxb,8,8,SDSS J142037.58+281753.9,215.156600103024,28.2983203467041,0.8588469465090954,0.6085619178884246,0.405297347098896,SDSSDR16,False,0.05215,0.033008,photoz
ZTF24aarsiur,9,9,WISEA J153441.95-030640.1,233.67492,-3.1112,2.3788954955602315,0.602506658856902,1.805614946456896,NED,False,NULL,NULL,NULL
ZTF24aarrxpw,10,10,SDSS J134531.80+162757.1,206.382497372474,16.46587952266,0.2928190591933535,0.3127465887029,0.4542684302079053,SDSSDR16,False,0.06409,0.031745,photoz
ZTF24aarrxiy,11,11,SDSS J123455.18+440735.3,188.729900929879,44.1264897747029,0.9969274614162162,0.5692063218431976,1.4508532632991014,SDSSDR16,False,0.134988,0.086195,photoz
ZTF24aarorkm,12,12,SDSS J140332.93+381400.0,210.887212618189,38.2333402394727,0.7120078711679985,0.2528039398602675,0.5538996126117411,SDSSDR16,False,0.152774,0.061339,photoz
ZTF24aargjpt,13,13,SDSS J150222.73+093043.5,225.594724090255,9.51210558034584,1.925480380000755,0.5505187364179908,1.911427025856688,SDSSDR16,False,0.142538,0.063222,photoz
ZTF24aareiqy,14,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF24aardmib,15,15,WISEA J210050.37+271338.0,315.20988,27.22724,3.54448673095639,0.6945339488470327,3.5649941038391257,NED,False,NULL,NULL,NULL
ZTF24aardmeg,16,16,SDSS J210638.05-064245.8,316.658540940058,-6.71272981315918,0.5679823438441184,0.4095343528282565,0.1778440956570709,SDSSDR16,False,0.003093,0.061394,photoz
ZTF24aarajyp,17,17,Gaia DR3 4589543439091334272,271.4406,28.65654194444444,0.1018410131533654,0.1002170052812779,0.150965205829112,Simbad,False,--,NULL,NULL
ZTF24aaqzpsb,18,18,SDSS J163917.08+334654.6,249.82115880549,33.7818378141004,1.0220447992050077,0.4484750935206335,0.7818932758085888,SDSSDR16,False,0.171033,0.046206,photoz
ZTF24aaqxijg,19,19,LEDA 1045762,194.36166666666665,-5.359722222222222,1.6026770839335798,1.254560988811222,0.5854473661381775,Simbad,False,--,NULL,NULL
