oid,host_id,z
ZTF18aajxumx,2MASX J08020391+1919189,0.12196
ZTF18aarunub,2MASX J15381276+3943598,0.029182
ZTF19acaqqng,2MASX J10403771+4145037,0.081185
ZTF19acaqqxo,UGC 05599,0.017687
ZTF19acbihxh,SDSS J093708.95+092750.0,0.022517
ZTF19acbihyi,2MASX J10171952+3638597,0.033476
ZTF19acbkkkx,SDSS J192016.01+632139.1,0.069
ZTF19acbpqlh,2MFGC 16150,0.026001
ZTF19acbpxwt,2MASXi J1603564+654017,
ZTF19acbpzir,LEDA 2782337,
ZTF19acbvquo,SDSS J101639.24+343251.3,0.126
ZTF19acbwhqc,SDSS J170446.19+152113.3,0.057
ZTF19acbwilc,2MASS J17390100+2446180,
ZTF19acbwiry,SDSS J162052.17+294841.4,0.140
ZTF19acbwizl,2MASX J16125141+3903066,0.057308
ZTF19acbwjcs,2MASX J16174154+4056019,0.062059
ZTF19acbwjip,SDSS J152130.73+484157.4,0.044
ZTF19acbwjjz,SDSS J152306.75+551252.4,0.095
ZTF19acbwjue,SDSS J153143.96+615008.8,0.062
ZTF19acbwkge,SDSS J165249.74+502820.6,
ZTF19acbwmqd,SDSS J163839.41+334042.1,0.087
ZTF19acbwxvd,SDSS J232453.65+182419.0,0.051
ZTF19acbyklm,APMUKS(BJ) B000645.61-231927.9,
ZTF19acbymou,GALEXASC J215359.76-181801.1,
ZTF19acbzcei,2MASS J01063320+4029267,
ZTF19acccetx,2MASX J02421549-2627455,0.1067
ZTF19acccyxx,2MASS J06100072-2240063,
ZTF19acccyyt,2MASS J08182026-1425527,0.1067
ZTF19accczay,2MASX J06054896-2754398,0.089228
ZTF19accczrc,2MASX J08015280-1418192,
ZTF19accdaqi,KUG 1002+289,0.051147
ZTF19accdaxc,SDSS J105615.28+655439.2,0.230
ZTF19accdebl,GALEXASC J055203.19-255921.4,
ZTF19accdebu,2MASS J05581410-2636442,
ZTF19accdehb,2MASX J08194949-1442590,0.019987
