oid,host_id,z
ZTF19acryaon,WISEA J005749.28-173826.7,0.055108
ZTF19acryurj,UGC 00548,0.022035
ZTF19acrywgb,SDSS J020333.76-090643.2,0.157
ZTF19acryynr,UGC 01046,0.017425
ZTF19acrzbwl,WISEA J020701.29+112721.1,
ZTF19acrzcgx,SDSS J015708.94+151437.3,0.179
ZTF19acsamnm,WISEA J063100.18+375425.1,0.022816
ZTF19acmxymo,WISEA J120719.68+065056.4,0.075337
ZTF19acmyacs,NGC 4793,0.008286
ZTF19ackjvtl,KUG 1313+309,0.018883
ZTF19ackjuvd,WISEA J125819.97+311238.4,0.101125
ZTF19acsbxem,NGC 4954,0.030961
ZTF19acsbxgw,WISEA J125125.75+700734.8,
ZTF19ackjtpd,SDSS J123110.20+193452.8,0.052
ZTF18aaknyrs,WISEA J121431.17+181504.5,0.029177
